0,7:58,8:06,8:18
0,8:08,8:16,8:28
0,8:25,8:33,8:45
0,8:35,8:43,8:55
0,9:02,9:10,9:22
0,9:25,9:33,9:45
0,9:56,10:04,10:16
0,10:17,10:25,10:37
0,10:48,10:56,11:08
0,11:15,11:23,11:35
0,11:48,11:56,12:08
0,12:28,12:36,12:48
0,12:48,12:56,13:08
0,13:08,13:16,13:28
0,13:35,13:43,13:55
0,14:08,14:16,14:28
0,14:35,14:43,14:55
0,15:21,15:29,15:41
0,15:41,15:49,16:01
0,16:21,16:29,16:41
0,16:41,16:49,17:01
0,17:01,17:09,17:21
0,17:21,17:29,17:41
0,17:41,17:49,18:01
0,18:11,18:19,18:31
0,18:46,18:54,19:06
0,19:10,19:18,19:30
