0,7:18,7:30,7:48
0,7:28,7:40,7:58
0,7:38,7:50,8:08
0,7:48,8:00,8:18
1,7:48,7:48,8:58
0,8:38,8:50,9:08
0,8:48,9:00,9:18
0,8:58,9:10,9:28
0,9:08,9:20,9:38
0,9:18,9:30,9:48
0,9:28,9:40,9:58
0,9:38,9:50,10:08
1,9:38,9:38,10:33
0,10:08,10:20,10:38
0,10:18,10:30,10:48
0,10:28,10:40,10:58
0,10:38,10:50,11:08
0,10:48,11:00,11:18
0,11:08,11:20,11:38
0,11:28,11:40,11:58
0,11:48,12:00,12:18
0,11:58,12:10,12:28
0,12:08,12:20,12:38
0,12:18,12:30,12:48
0,12:28,12:40,12:58
0,12:38,12:50,13:08
0,12:48,13:00,13:18
0,13:08,13:20,13:38
0,13:28,13:40,13:58
0,13:48,14:00,14:18
0,14:03,14:15,14:33
0,14:18,14:30,14:48
0,14:33,14:45,15:03
0,14:48,15:00,15:18
0,15:00,15:11,15:29
0,15:10,15:21,15:39
0,15:20,15:31,15:49
0,15:30,15:41,15:59
0,15:40,15:51,16:09
0,15:50,16:01,16:19
0,16:00,16:11,16:29
0,16:10,16:21,16:39
0,16:20,16:31,16:49
0,16:30,16:41,16:59
0,16:40,16:51,17:09
1,16:50,16:50,17:39
0,17:20,17:31,17:49
0,17:30,17:41,17:59
0,17:40,17:51,18:09
0,17:50,18:01,18:19
0,18:00,18:11,18:29
0,18:10,18:21,18:39
0,18:20,18:31,18:49
0,18:30,18:41,18:59
0,18:40,18:51,19:09
1,18:50,18:50,19:49
0,19:30,19:41,19:59
0,19:50,20:01,20:19
0,20:10,20:21,20:39
0,20:30,20:41,20:59
0,20:50,21:01,21:19
0,21:10,21:21,21:39
0,21:20,21:31,21:49
