route,direction,departure_time,arrival_time,is_shuttle,shuttle_start,shuttle_end,valid_from,valid_to,remarks,timetable_type
minamino,1,14:36:00,14:46:00,0,,,,,,1
minamino,1,14:43:00,14:53:00,0,,,,,,1
minamino,1,14:56:00,15:06:00,0,,,,,,1
minamino,1,15:03:00,15:13:00,0,,,,,,1
minamino,1,15:09:00,15:19:00,0,,,,,,1
minamino,1,15:20:00,15:30:00,0,,,,,,1
minamino,1,15:28:00,15:38:00,0,,,,,,1
minamino,1,15:40:00,15:50:00,0,,,,,,1
minamino,1,15:51:00,16:01:00,0,,,,,,1
minamino,1,16:03:00,16:13:00,0,,,,,,1
minamino,1,16:15:00,16:25:00,0,,,,,,1
minamino,1,16:26:00,16:36:00,0,,,,,,1
minamino,1,16:36:00,16:46:00,0,,,,,,1
minamino,1,16:46:00,16:56:00,0,,,,,,1
minamino,1,17:25:00,17:35:00,0,,,,,,1
minamino,1,17:33:00,17:43:00,0,,,,,,1
minamino,1,17:43:00,17:53:00,0,,,,,,1
minamino,1,17:51:00,18:01:00,0,,,,,,1
minamino,1,18:00:00,18:10:00,0,,,,,,1
minamino,1,18:08:00,18:18:00,0,,,,,,1
minamino,1,18:16:00,18:26:00,0,,,,,,1
minamino,1,18:27:00,18:37:00,0,,,,,,1
minamino,1,18:37:00,18:47:00,0,,,,,,1
minamino,1,18:49:00,18:59:00,0,,,,,,1
minamino,1,18:59:00,19:09:00,0,,,,,,1
minamino,1,19:11:00,19:21:00,0,,,,,,1
minamino,1,19:21:00,19:31:00,0,,,,,,1
minamino,1,19:32:00,19:42:00,0,,,,,,1
minamino,1,19:43:00,19:53:00,0,,,,,,1
minamino,1,19:54:00,20:04:00,0,,,,,,1
minamino,1,20:05:00,20:15:00,0,,,,,,1
minamino,1,20:15:00,20:25:00,0,,,,,,1
minamino,1,20:25:00,20:35:00,0,,,,,,1
minamino,1,20:36:00,20:46:00,0,,,,,,1
minamino,1,20:45:00,20:55:00,0,,,,,,1
minamino,1,20:56:00,21:06:00,0,,,,,,1
minamino,1,21:07:00,21:17:00,0,,,,,,1
minamino,1,21:18:00,21:28:00,0,,,,,,1
minamino,1,21:27:00,21:35:00,0,,,,,,1
