0,7:27,7:35,7:47
0,7:36,7:44,7:56
0,7:47,7:55,8:07
0,7:58,8:06,8:18
0,8:08,8:16,8:28
0,8:17,8:25,8:37
0,8:25,8:33,8:45
0,8:35,8:43,8:55
0,8:50,8:58,9:10
0,8:58,9:06,9:18
0,9:02,9:10,9:22
0,9:16,9:24,9:36
0,9:25,9:33,9:45
0,9:33,9:41,9:53
0,9:40,9:48,10:00
0,9:48,9:56,10:08
0,9:56,10:04,10:16
0,10:04,10:12,10:24
0,10:17,10:25,10:37
0,10:37,10:45,10:57
0,10:48,10:56,11:08
0,11:08,11:16,11:28
0,11:28,11:36,11:48
0,11:48,11:56,12:08
0,11:55,12:03,12:15
0,12:08,12:16,12:28
0,12:15,12:23,12:35
0,12:28,12:36,12:48
0,12:35,12:43,12:55
0,12:48,12:56,13:08
0,13:08,13:16,13:28
0,13:28,13:36,13:48
0,13:48,13:56,14:08
0,14:08,14:16,14:28
0,14:28,14:36,14:48
0,14:48,14:56,15:08
0,14:55,15:03,15:15
0,15:01,15:09,15:21
0,15:11,15:19,15:31
0,15:21,15:29,15:41
0,15:31,15:39,15:51
0,15:41,15:49,16:01
0,15:51,15:59,16:11
0,16:01,16:09,16:21
0,16:11,16:19,16:31
0,16:21,16:29,16:41
0,16:41,16:49,17:01
0,17:01,17:09,17:21
0,17:21,17:29,17:41
0,17:41,17:49,18:01
0,18:10,18:18,18:30
